,,,,,,,,,
Dart: Up and Running,ed2k://|file|%5BDart%EF%BC%9AUp.and.Running%282012.10%29%5D.Kathy.Walrath.%E6%96%87%E5%AD%97%E7%89%88.pdf|6722948|49097c52d559a0edd8b34461abc5160a|h=22b6kojgeqk6p2lnyusc2htdiwbtfdkc|/,ed2k://|file|%5BDart%EF%BC%9AUp.and.Running%282012.10%29%5D.Kathy.Walrath.%E6%96%87%E5%AD%97%E7%89%88.epub|3362305|a0e9e5f10650bd526cedf0328517a953|h=ptxr6bl6gk2rcg6ym65rk5djye73n4u3|/,http://pan.baidu.com/share/link?shareid=103547&uk=2214641459,,,,,,
,,,,,,,,,
21st Century C,ed2k://|file|%5B21st.Century.C%282012.10%29%5D.Ben.Klemens.%E6%96%87%E5%AD%97%E7%89%88.pdf|8230832|1168557a9a43040d1021a9d1be2d12e0|h=pb2mnqfspus5oqyet4pr3j5e5gqtpeok|/,ed2k://|file|%5B21st.Century.C%282012.10%29%5D.Ben.Klemens.%E6%96%87%E5%AD%97%E7%89%88.epub|2576955|912d60796e9a00553aff97b7b8c9101b|h=h73qttibe2yuoh2ott6ehfheieutpiys|/,http://pan.baidu.com/share/link?shareid=103540&uk=2214641459,,,,,,
,,,,,,,,,
ClojureScript: Up and Running,ed2k://|file|%5BClojureScript%EF%BC%9AUp.and.Running%282012.10%29%5D.Stuart.Sierra.%E6%96%87%E5%AD%97%E7%89%88.pdf|8168740|f8ffabe9e400b81ce4b567bf3728d9ae|h=szbwqfm3vij5b5a2gpa2xdkchkgjb4vs|/,ed2k://|file|%5BClojureScript%EF%BC%9AUp.and.Running%282012.10%29%5D.Stuart.Sierra.%E6%96%87%E5%AD%97%E7%89%88.epub|2460137|fd9cbd8c992be1a27b3ee44aed9178d7|h=pb2mlhoyddvrjqtoiosedfurqshfyuvo|/,http://pan.baidu.com/share/link?shareid=103543&uk=2214641459,,,,,,
,,,,,,,,,
The Art of Agile Development,ed2k://|file|%5BThe.Art.of.Agile.Development%282007.10%29%5D.James.Shore.%E6%96%87%E5%AD%97%E7%89%88.pdf|4079782|c557feeefc2df086693f6fd1dc5ce059|h=mpwf7ipycyqarasdibfpolouu25pr563|/,ed2k://|file|%5BThe.Art.of.Agile.Development%282007.10%29%5D.James.Shore.%E6%96%87%E5%AD%97%E7%89%88.epub|3033308|48c444f7f16bff0811e12f9eb34fee56|h=l53vbqr73e3kpaqp2sxvcwlmrijgrzjc|/,http://pan.baidu.com/share/link?shareid=93112&uk=2214641459,,,,,,
,,,,,,,,,
Real World Haskell,ed2k://|file|%5BReal.World.Haskell%282008.11%29%5D.Bryan.O%27Sullivan.%E6%96%87%E5%AD%97%E7%89%88.pdf|5806018|9aaa8819e089a094609922ee1e2398a3|h=x6yyicwfcnerzqhiluid5tje7yyhgm7q|/,ed2k://|file|%5BReal.World.Haskell%282008.11%29%5D.Bryan.O%27Sullivan.%E6%96%87%E5%AD%97%E7%89%88.epub|3429880|0656b8b400540c3c7494cf8e8601940d|h=pqj34fz2twq7q3ordf5pswixs4q3ttl6|/,http://pan.baidu.com/share/link?shareid=93110&uk=2214641459,,,,,,
,,,,,,,,,
Python for Data Analysis,ed2k://|file|%5BPython.for.Data.Analysis%282012.10%29%5D.Wes.McKinney.%E6%96%87%E5%AD%97%E7%89%88.pdf|16221970|317366c367e5e0d9d34ffadd42c61c2f|h=fijotiqudfhzcddzqfiwfx6afagtfu4m|/,ed2k://|file|%5BPython.for.Data.Analysis%282012.10%29%5D.Wes.McKinney.%E6%96%87%E5%AD%97%E7%89%88.epub|7661848|c9e7a3aba460f68831b666361f62b977|h=xyventlqto67hpmhaobifodtbzm2k7xp|/,http://pan.baidu.com/s/1sj6tlJf,,,,,,
,,,,,,,,,
"Information Architecture for the World Wide Web, 3rd Edition",ed2k://|file|%5BInformation.Architecture.for.the.World.Wide.Web%283rd%2C2006.11%29%5D.Peter.Morville.%E6%96%87%E5%AD%97%E7%89%88.pdf|15536445|573630a41045f199335136add7f3faff|h=liiusvqwzpb5lbmyjcigwrzdm7oh4ovo|/,ed2k://|file|%5BInformation.Architecture.for.the.World.Wide.Web%283rd%2C2006.11%29%5D.Peter.Morville.%E6%96%87%E5%AD%97%E7%89%88.epub|21269119|4af3c57692e702a9491ce4d25290a69e|h=6pyblh23bv7egmmslhej2zmhm6w6nhzs|/,http://pan.baidu.com/share/link?shareid=93103&uk=2214641459,,,,,,
,,,,,,,,,
Windows 8: Out of the Box,ed2k://|file|%5BWindows.8.Out.of.the.Box%282012.10%29%5D.Mike.Halsey.%E6%96%87%E5%AD%97%E7%89%88.pdf|14386506|b14852d68770e0f279ca9d5f0e11b84f|h=6toolmqlcgeokyxerlwnv5jdy6i4vfcm|/,ed2k://|file|%5BWindows.8.Out.of.the.Box%282012.10%29%5D.Mike.Halsey.%E6%96%87%E5%AD%97%E7%89%88.epub|7520015|23ca5d0736ce4184e00353e66c54f0a3|h=xwulgwo33wtelz4aq3f34expup7vhbzh|/,http://pan.baidu.com/share/link?shareid=92912&uk=2214641459,,,,,,
,,,,,,,,,
"R in a Nutshell, 2nd Edition",ed2k://|file|%5BR.in.a.Nutshell%282nd%2C2012.9%29%5D.Joseph.Adler.%E6%96%87%E5%AD%97%E7%89%88.pdf|14077099|d17c28dc477cfa09652dcd00b16fdbf9|h=z3skjkgudh6beazld7dtgaw2yehvi6cq|/,ed2k://|file|%5BR.in.a.Nutshell%282nd%2C2012.9%29%5D.Joseph.Adler.%E6%96%87%E5%AD%97%E7%89%88.epub|6668202|c7cae05bfb9f8906e55013223e0a318a|h=iueif66n2qu6sbbmwgrlnucljejmde5c|/,http://pan.baidu.com/share/link?shareid=92911&uk=2214641459,,,,,,
,,,,,,,,,
"Programming Google App Engine, 2nd Edition",ed2k://|file|%5BProgramming.Google.App.Engine%282nd%2C2012.10%29%5D.Dan.Sanderson.%E6%96%87%E5%AD%97%E7%89%88.pdf|12642705|1303c692e2a364d0389afb4582c3391f|h=zb2ar2ycjfhyqsx3kwipbs2ifzlfa3fl|/,ed2k://|file|%5BProgramming.Google.App.Engine%282nd%2C2012.10%29%5D.Dan.Sanderson.%E6%96%87%E5%AD%97%E7%89%88.epub|6643709|247f64bf43d438e8f57d8874e493fe0e|h=klcdpcflugfuuliw4r4szvteiiuc7ip4|/,http://pan.baidu.com/share/link?shareid=92909&uk=2214641459,,,,,,
,,,,,,,,,
"Programming F# 3.0, 2nd Edition",ed2k://|file|%5BProgramming.Fsharp.3.0%282nd%2C2012.10%29%5D.Chris.Smith.%E6%96%87%E5%AD%97%E7%89%88.pdf|15971455|2dc3078d3754ffec38861762ac915b2b|h=ti6bu6eeq2sjdal42igf2hmucqszpl3g|/,ed2k://|file|%5BProgramming.Fsharp.3.0%282nd%2C2012.10%29%5D.Chris.Smith.%E6%96%87%E5%AD%97%E7%89%88.epub|3296025|f9ea714dd8edd8fd51ae69ec91d66c7d|h=txzdjyvsp2sfqibk62trz33ojgap52sv|/,http://pan.baidu.com/share/link?shareid=92907&uk=2214641459,,,,,,
,,,,,,,,,
Practical Zendesk Administration,ed2k://|file|%5BPractical.Zendesk.Administration%282012.10%29%5D.Stafford.Vaughan.%E6%96%87%E5%AD%97%E7%89%88.pdf|12096381|459a4844ff076c8e96adbf00e4fb3a94|h=4quc4ysrntoopges7o3nilvvilan6nlf|/,ed2k://|file|%5BPractical.Zendesk.Administration%282012.10%29%5D.Stafford.Vaughan.%E6%96%87%E5%AD%97%E7%89%88.epub|8485753|7e4955cce646a7e73cdd4f726c79865c|h=767hp5k5t6jxj54ehkfgiyvf2wgk5uhw|/,http://pan.baidu.com/share/link?shareid=92905&uk=2214641459,,,,,,
,,,,,,,,,
MintDuino,ed2k://|file|%5BMintDuino%282011.9%29%5D.James.Floyd.Kelly.%E6%96%87%E5%AD%97%E7%89%88.pdf|40756772|4906655ca115b63fcb0a507692c09af2|h=3fqmrypv2o7utgeifbr75u53vyx3swzd|/,ed2k://|file|%5BMintDuino%282011.9%29%5D.James.Floyd.Kelly.%E6%96%87%E5%AD%97%E7%89%88.epub|5677840|3fcc90c48f8829aab79c3cd4bf75dfb4|h=efzfh4nydiksk7ggme5aojzakpgble3a|/,http://pan.baidu.com/share/link?shareid=92899&uk=2214641459,,,,,,
,,,,,,,,,
Natural Language Annotation for Machine Learning,ed2k://|file|%5BNatural.Language.Annotation.for.Machine.Learning%282012.10%29%5D.James.Pustejovsky.%E6%96%87%E5%AD%97%E7%89%88.pdf|13479260|3ab1b493fba83338e2b0359cdd1de0b0|h=5epp4ddppqp7bva2gz7dijck63zzs6ap|/,ed2k://|file|%5BNatural.Language.Annotation.for.Machine.Learning%282012.10%29%5D.James.Pustejovsky.%E6%96%87%E5%AD%97%E7%89%88.epub|5035060|86aad8ee696bd10cced01dfced6ebf7c|h=glxvnelfy7bxmd44wfnilxm52p5cbavm|/,http://pan.baidu.com/share/link?shareid=92903&uk=2214641459,,,,,,
,,,,,,,,,
Hadoop Operations,ed2k://|file|%5BHadoop.Operations%282012.9%29%5D.Eric.Sammer.%E6%96%87%E5%AD%97%E7%89%88.pdf|8411873|712701c4fd9db31b7ee0a170ff43dabf|h=d7wg752n6gyparx4e5t3vhlqu4yh6uph|/,ed2k://|file|%5BHadoop.Operations%282012.9%29%5D.Eric.Sammer.%E6%96%87%E5%AD%97%E7%89%88.epub|3285784|6d02f6b27305441591edf4718d4a8a84|h=wyc5jdyagjjcmmzfixycjne5ahhqxjwp|/,https://pan.baidu.com/s/1huanExI,,,,,,
,,,,,,,,,
Arista Warrior,ed2k://|file|%5BArista.Warrior%282012.10%29%5D.Gary.A.Donahue.%E6%96%87%E5%AD%97%E7%89%88.pdf|35095255|32f30c291cac9142a870ea7ce08631f4|h=ycy73zyklcin53l3wlaunymiw6reyafr|/,ed2k://|file|%5BArista.Warrior%282012.10%29%5D.Gary.A.Donahue.%E6%96%87%E5%AD%97%E7%89%88.epub|10680783|7f03af4e4e4ce818a0c7e13fb5560ac1|h=6mnwtx5jyrny75ojxa33lq54ddif5lot|/,http://pan.baidu.com/share/link?shareid=92891&uk=2214641459,,,,,,
,,,,,,,,,
Geolocation in iOS,ed2k://|file|%5BGeolocation.in.iOS%282012.10%29%5D.Alasdair.Allan.%E6%96%87%E5%AD%97%E7%89%88.pdf|15700683|f78dbae6f6836ffbb4a11e7e7d7f7b0e|h=3zbop2stxqiy6jxjaecdgxbgb6dk3buc|/,ed2k://|file|%5BGeolocation.in.iOS%282012.10%29%5D.Alasdair.Allan.%E6%96%87%E5%AD%97%E7%89%88.epub|9487818|9bf72ff19b678d57efecc686b3fd9e1b|h=6ixot3ckwdebhtcjctll6byfiqd55pyg|/,http://pan.baidu.com/share/link?shareid=92894&uk=2214641459,,,,,,
,,,,,,,,,
Hello! HTML5 & CSS3,ed2k://|file|%5BHello.HTML5.and.CSS3%282012.10%29%5D.Rob.Crowther.%E6%96%87%E5%AD%97%E7%89%88.pdf|28704341|00434bf635afa01c0fe3b9cfa16a1007|h=y7u2aeoq24uxnq6ymiwgavxxnc2bx2h4|/,http://pan.baidu.com/share/link?shareid=92508&uk=2214641459,,,,,,,
,,,,,,,,,
HBase in Action,ed2k://|file|%5BHBase.in.Action%282012.11%29%5D.Nick.Dimiduk.%E6%96%87%E5%AD%97%E7%89%88.pdf|8245859|cb33e747049cbb36be3b217be4e1ceb5|h=cxuoypnj23tmkk34g5l37pae4iwf5zbg|/,http://pan.baidu.com/share/link?shareid=92511&uk=2214641459,,,,,,,
,,,,,,,,,
Hadoop in Practice,ed2k://|file|%5BHadoop.in.Practice%282012.10%29%5D.Alex.Holmes.%E6%96%87%E5%AD%97%E7%89%88.pdf|16023771|7b42418750835b79b270d5d63ea95542|h=v2iw62vdxbzd3tjsusx4dsv477faze7f|/,ed2k://|file|%5BHadoop.in.Practice%282012.10%29%5D.Alex.Holmes.%E6%96%87%E5%AD%97%E7%89%88.epub|38920078|7437b86c50f9ce3918beeb20140093f2|h=mxsyj6nohecpwpsqomzfcl3uavav32rq|/,https://pan.baidu.com/s/1smQ1Snz,,,,,,
,,,,,,,,,
iOS in Practice,ed2k://|file|%5BiOS.in.Practice%282012.11%29%5D.Bear.Cahill.%E6%96%87%E5%AD%97%E7%89%88.pdf|14015344|c8450a4af48297c4373ebf242a09ee88|h=k4pgpnrudpirviiezf2o4br7tx6qvpzi|/,http://pan.baidu.com/share/link?shareid=92510&uk=2214641459,,,,,,,
,,,,,,,,,
Restlet in Action,ed2k://|file|%5BRestlet.in.Action%282012.9%29%5D.Jerome.Louvel.%E6%96%87%E5%AD%97%E7%89%88.pdf|22241681|9c4ec481f91170404716804d08b03638|h=c653gjngql4c74fzfhfiudiyybjmgffz|/,ed2k://|file|%5BRestlet.in.Action%282012.9%29%5D.Jerome.Louvel.%E6%96%87%E5%AD%97%E7%89%88.epub|12891595|ba47c7d432ed5ae3e1786ae2301ae982|h=sjgvzd2jzn3cy2khkdqk7ixodzm22nls|/,http://pan.baidu.com/share/link?shareid=92506&uk=2214641459,,,,,,
,,,,,,,,,
"Web Design in a Nutshell, 3rd Edition",ed2k://|file|%5BWeb.Design.in.a.Nutshell%283rd%2C2006.2%29%5D.Jennifer.Niederst.Robbins.%E6%96%87%E5%AD%97%E7%89%88.pdf|7815628|649149aac37411ca4f15e450941ea73d|h=n66wrnk4dxoqpxmvekm5zbjkumzt6hoz|/,ed2k://|file|%5BWeb.Design.in.a.Nutshell%283rd%2C2006.2%29%5D.Jennifer.Niederst.Robbins.%E6%96%87%E5%AD%97%E7%89%88.epub|14414451|1c2fc59762f5a37314f1bdbb09fbf75c|h=j4dtdikkcnvynqzajvc7ckijb5roydkw|/,https://pan.baidu.com/s/1ggiMWxl,,,,,,
,,,,,,,,,
Getting Started with RFID,ed2k://|file|%5BGetting.Started.with.RFID%282012.3%29%5D.Tom.Igoe.%E6%96%87%E5%AD%97%E7%89%88.pdf|4868524|2c43a399e055a5ceab0674f3529eabde|h=zeds7oh4iyaj72flbg2cg5kxazzmecjv|/,ed2k://|file|%5BGetting.Started.with.RFID%282012.3%29%5D.Tom.Igoe.%E6%96%87%E5%AD%97%E7%89%88.epub|2278066|51f00be9d1cf12717fcd648d1d30d42a|h=ncycbanqillgx2m3wkbmovj7dwpd2yfm|/,http://pan.baidu.com/share/link?shareid=80301&uk=2214641459,,,,,,
,,,,,,,,,
Tcl/Tk in a Nutshell,ed2k://|file|%5BTcl.Tk.in.a.Nutshell%281999.3%29%5D.Paul.Raines.%E6%96%87%E5%AD%97%E7%89%88.pdf|1592356|3ef3c580c255f8f879de350bb99eefd1|h=7pwulvb4c3kzbf2njrelextb6o5knibw|/,ed2k://|file|%5BTcl.Tk.in.a.Nutshell%281999.3%29%5D.Paul.Raines.%E6%96%87%E5%AD%97%E7%89%88.epub|2777257|74bddb483e90480f14f0fedb05ac4e91|h=lvahkj4mjpthixhay6qimw2npz7tmu5w|/,http://pan.baidu.com/share/link?shareid=80298&uk=2214641459,,,,,,
,,,,,,,,,
"MySQL in a Nutshell, 2nd Edition",ed2k://|file|%5BMySQL.in.a.Nutshell%282nd%2C2008.4%29%5D.Russell.Dyer.%E6%96%87%E5%AD%97%E7%89%88.pdf|2955428|235dda94fc0c807c02122b7d30581899|h=zhjimjbbj65jkocrtmb4jvphzfoqjan4|/,ed2k://|file|%5BMySQL.in.a.Nutshell%282nd%2C2008.4%29%5D.Russell.Dyer.%E6%96%87%E5%AD%97%E7%89%88.epub|3069670|ee32f9d712e962f36bf0a38ebbf95c9b|h=t2sej7wlvetn5gre7cbimbqev4gov5vc|/,http://pan.baidu.com/share/link?shareid=80295&uk=2214641459,,,,,,
,,,,,,,,,
Linux Kernel in a Nutshell,ed2k://|file|%5BLinux.Kernel.in.a.Nutshell%282006.12%29%5D.Greg.Kroah-Hartman.%E6%96%87%E5%AD%97%E7%89%88.pdf|2366397|2c1447782d94b8070c2f0545fe96f6c5|h=a3frpcxcsot4huzza4cbuu5zpo3kdpsx|/,ed2k://|file|%5BLinux.Kernel.in.a.Nutshell%282006.12%29%5D.Greg.Kroah-Hartman.%E6%96%87%E5%AD%97%E7%89%88.epub|3750440|c43816be8cf079396b62b68bbfd2831f|h=7squqva25afahn5j3ssnfm4w2f3wcepm|/,https://pan.baidu.com/s/1pNsqrMV,,,,,,
,,,,,,,,,
C++ In a Nutshell,ed2k://|file|%5BCPP.In.a.Nutshell%282003.5%29%5D.Ray.Lischner.%E6%96%87%E5%AD%97%E7%89%88.pdf|4670463|b781aa89a54b3ef3ea53a7c13989cbca|h=zpncsn4hlm4ql6i7xwgmczthjyyaknke|/,ed2k://|file|%5BCPP.In.a.Nutshell%282003.5%29%5D.Ray.Lischner.%E6%96%87%E5%AD%97%E7%89%88.epub|3527807|4290d323251b3934684dd84fce3015be|h=4v2u3m2n2yaxocnfcjskyjrmnnuhnobc|/,http://pan.baidu.com/share/link?shareid=80292&uk=2214641459,,,,,,
,,,,,,,,,
C in a Nutshell,ed2k://|file|%5BC.in.a.Nutshell%282005.12%29%5D.Peter.Prinz.%E6%96%87%E5%AD%97%E7%89%88.pdf|7429843|4d9ffc6279301512f5c7ce64fef97dea|h=6dehbkjkxrde2vb7ktkqmumfhcw5hcpb|/,ed2k://|file|%5BC.in.a.Nutshell%282005.12%29%5D.Peter.Prinz.%E6%96%87%E5%AD%97%E7%89%88.epub|2974831|ee7bdddd33cc0f5e35d33ae64e1bc0ab|h=iz6hudo3ztz75dfwn76h6anrp4uv4pip|/,http://pan.baidu.com/share/link?shareid=80288&uk=2214641459,,,,,,
,,,,,,,,,
Photoshop Elements 11: The Missing Manual,ed2k://|file|%5BPhotoshop.Elements.11%EF%BC%9AThe.Missing.Manual%282012.9%29%5D.Barbara.Brundage.%E6%96%87%E5%AD%97%E7%89%88.pdf|57247377|a474c483da60818e0644cee99d1d69f2|h=b6ykdk7zpeehpo7tgeb6j2hhorifj4ee|/,ed2k://|file|%5BPhotoshop.Elements.11%EF%BC%9AThe.Missing.Manual%282012.9%29%5D.Barbara.Brundage.%E6%96%87%E5%AD%97%E7%89%88.epub|20542355|1bbd2e31bbdad69c34492352cb809d19|h=dmah7xq6ayiu22mu4qovfqorsaao2mh5|/,http://pan.baidu.com/share/link?shareid=80282&uk=2214641459,,,,,,
,,,,,,,,,
Java EE 6 Pocket Guide,ed2k://|file|%5BJava.EE.6.Pocket.Guide%282012.9%29%5D.Arun.Gupta.%E6%96%87%E5%AD%97%E7%89%88.pdf|4248509|92eeef6a0a85da575ea79d78c4bb9327|h=fgxshr2yuzz4mrzzvvio5ll7fqll2gsu|/,ed2k://|file|%5BJava.EE.6.Pocket.Guide%282012.9%29%5D.Arun.Gupta.%E6%96%87%E5%AD%97%E7%89%88.epub|2241507|c15c1a67fd3e371dd431fe33ce5104ad|h=ab5llbfx656ipsm2cyh26zbkj7ptglfw|/,http://pan.baidu.com/share/link?shareid=70160&uk=2214641459,,,,,,
,,,,,,,,,
Learning Node,ed2k://|file|%5BLearning.Node%282012.8%29%5D.Shelley.Powers.%E6%96%87%E5%AD%97%E7%89%88.pdf|9737333|a6a44de1816f80a8d3695d44437768fd|h=vddkd4gmdst6ktqet3nnptmfuxyslweb|/,ed2k://|file|%5BLearning.Node%282012.8%29%5D.Shelley.Powers.%E6%96%87%E5%AD%97%E7%89%88.epub|5064311|39d8a62bee4e8f1a7eeb0bd34b8144eb|h=iwlbswcahxagscs7pfmryzpyjqgxvhjq|/,http://pan.baidu.com/share/link?shareid=73376&uk=2214641459,,,,,,
,,,,,,,,,
Civic Apps Competition Handbook,ed2k://|file|%5BCivic.Apps.Competition.Handbook%282012.9%29%5D.Kate.Eyler-Werve.%E6%96%87%E5%AD%97%E7%89%88.pdf|6696837|941cdb5f080b3bbe854294028d24aa32|h=lrxnxbvbxseadrg2bah7nrykgci4s456|/,ed2k://|file|%5BCivic.Apps.Competition.Handbook%282012.9%29%5D.Kate.Eyler-Werve.%E6%96%87%E5%AD%97%E7%89%88.epub|2264081|8fd5c2a9ce787f746e411d59a246be9b|h=xsvwobfalmhxfl6fcrn66rezch7e5m4a|/,http://pan.baidu.com/share/link?shareid=70167&uk=2214641459,,,,,,
,,,,,,,,,
Learning Unix for OS X Mountain Lion,ed2k://|file|%5BLearning.Unix.for.OS.X.Mountain.Lion%282012.9%29%5D.Dave.Taylor.%E6%96%87%E5%AD%97%E7%89%88.pdf|14096062|03bbed04c0e84392f8a1c89f8430a5f1|h=nqpsvofdngzhjiddbhfvhiglgs4xthiz|/,ed2k://|file|%5BLearning.Unix.for.OS.X.Mountain.Lion%282012.9%29%5D.Dave.Taylor.%E6%96%87%E5%AD%97%E7%89%88.epub|5496094|83fd9d8f6cd33e2b797aa652fc89ceaa|h=53lbbkejucstf6trwgf3roarduobx6tz|/,http://pan.baidu.com/share/link?shareid=73378&uk=2214641459,,,,,,
,,,,,,,,,
"Programming Android, 2nd Edition",ed2k://|file|%5BProgramming.Android%282nd%2C2012.9%29%5D.Zigurd.Mednieks.%E6%96%87%E5%AD%97%E7%89%88.pdf|13885604|e583d3666cce7ee599719913ab9de05c|h=ddl33ao4sxohfvjvvmtzy6yk6uawhksh|/,ed2k://|file|%5BProgramming.Android%282nd%2C2012.9%29%5D.Zigurd.Mednieks.%E6%96%87%E5%AD%97%E7%89%88.epub|6883388|e59df3f5941ab1164d9bce8301b12d51|h=567xa333dhnikeoinzbmjsgbneerknck|/,http://pan.baidu.com/share/link?shareid=73390&uk=2214641459,,,,,,
,,,,,,,,,
"Unix in a Nutshell, 4th Edition",ed2k://|file|%5BUnix.in.a.Nutshell%284th%2C2005.10%29%5D.Arnold.Robbins.%E6%96%87%E5%AD%97%E7%89%88.pdf|5315164|bf388915a7ea897bcc5b8491ec63beba|h=wf5frnjevd2yhufr4pu6r6idfy4ppgo4|/,ed2k://|file|%5BUnix.in.a.Nutshell%284th%2C2005.10%29%5D.Arnold.Robbins.%E6%96%87%E5%AD%97%E7%89%88.epub|2383740|3f4fe306bbe7cd482b7e583f5aa5d195|h=tr6dz776iajuurs425ocssbos3u32gpx|/,http://pan.baidu.com/share/link?shareid=67034&uk=2214641459,,,,,,
,,,,,,,,,
"LPI Linux Certification in a Nutshell, 3rd Edition",ed2k://|file|%5BLPI.Linux.Certification.in.a.Nutshell%283rd%2C2010.6%29%5D.Adam.Haeder.%E6%96%87%E5%AD%97%E7%89%88.pdf|9078638|b698782b19aa8926c1f2be757420c389|h=hsdmeykrz5pfgmdy32ffltm63lzjj2qa|/,ed2k://|file|%5BLPI.Linux.Certification.in.a.Nutshell%283rd%2C2010.6%29%5D.Adam.Haeder.%E6%96%87%E5%AD%97%E7%89%88.epub|3149203|587034e5fa704a4bcf8afd4b7aba253e|h=rjh2fo675rc7bo7yzuthwjogxelbjo73|/,https://pan.baidu.com/s/1mkmWIJQ,,,,,,
,,,,,,,,,
Developing with Google+,ed2k://|file|%5BDeveloping.with.Googleplus%282012.9%29%5D.Jennifer.Murphy.%E6%96%87%E5%AD%97%E7%89%88.pdf|12107749|3603c54d76cea3e90e98aa2b9669f0ba|h=pqkzvd734jrqxgqkf6rfz3ryteffulls|/,ed2k://|file|%5BDeveloping.with.Googleplus%282012.9%29%5D.Jennifer.Murphy.%E6%96%87%E5%AD%97%E7%89%88.epub|9198761|1c2ca4203bf7d7ef6a8822f5f603ae05|h=shheoih7vzo5t5a2o2fdsixlcwkhunrw|/,http://pan.baidu.com/share/link?shareid=73372&uk=2214641459,,,,,,
,,,,,,,,,
Programming Hive,ed2k://|file|%5BProgramming.Hive%282012.9%29%5D.Edward.Capriolo.%E6%96%87%E5%AD%97%E7%89%88.pdf|8192362|692d33d5dc795322b6b2a9ecb7d5fea6|h=snnmaipkc4mdujp5i4n72maswwofywjr|/,ed2k://|file|%5BProgramming.Hive%282012.9%29%5D.Edward.Capriolo.%E6%96%87%E5%AD%97%E7%89%88.epub|3266584|a143d57db7b083accdeabd6191e1a86b|h=avs5fgpfmplyxvy77rmwp4xmw7sld6jn|/,https://pan.baidu.com/s/1i5drbcp,,,,,,
,,,,,,,,,
Async in C# 5.0,ed2k://|file|%5BAsync.in.CSharp.5.0%282012.9%29%5D.Alex.Davies.%E6%96%87%E5%AD%97%E7%89%88.pdf|5749107|fc51d7a0f32e0398376a869e3d0c8d8e|h=4peawcxdes63evlh2qqity6jb75xg4b5|/,ed2k://|file|%5BAsync.in.CSharp.5.0%282012.9%29%5D.Alex.Davies.%E6%96%87%E5%AD%97%E7%89%88.epub|2213927|e6504b206ddc4b3fdb69f2a0dd557ab8|h=5jlizvvvd272x5qq76zd25ndzrt3gyq6|/,http://pan.baidu.com/s/1mhCE4S4,,,,,,
,,,,,,,,,
"Switching to the Mac: The Missing Manual, Mountain Lion Edition",ed2k://|file|%5BSwitching.to.the.Mac%EF%BC%9AThe.Missing.Manual%28Mountain.Lion.Edition%2C2012.9%29%5D.David.Pogue.%E6%96%87%E5%AD%97%E7%89%88.pdf|35238416|c1409d4f71790418a73206d40935fb2e|h=zztkmuo555xroz3c5zbs7wbb5jvl54ik|/,ed2k://|file|%5BSwitching.to.the.Mac%EF%BC%9AThe.Missing.Manual%28Mountain.Lion.Edition%2C2012.9%29%5D.David.Pogue.%E6%96%87%E5%AD%97%E7%89%88.epub|23788668|b1e430a9ef82e4a05a0f37b1e4ff7086|h=gkugscamankclqpyjx7jfck3zz2j4iio|/,http://pan.baidu.com/share/link?shareid=80286&uk=2214641459,,,,,,
,,,,,,,,,
"Using Samba, 3rd Edition",ed2k://|file|%5BUsing.Samba%283rd%2C2007.1%29%5D.Gerald.Carter.%E6%96%87%E5%AD%97%E7%89%88.pdf|4710633|744612e74a557249d8d61c5a948f220e|h=q3cisbhm7m4zhfe2a6t52lhijkodyaat|/,http://pan.baidu.com/share/link?shareid=67022&uk=2214641459,,,,,,,
,,,,,,,,,
Cloud Architecture Patterns,ed2k://|file|%5BCloud.Architecture.Patterns%282012.9%29%5D.Bill.Wilder.%E6%96%87%E5%AD%97%E7%89%88.pdf|8564142|b9e1e22bed0e0662f7571449ebb37a27|h=fqjzjiiytozykokvh2x7auk23r5yhcfm|/,ed2k://|file|%5BCloud.Architecture.Patterns%282012.9%29%5D.Bill.Wilder.%E6%96%87%E5%AD%97%E7%89%88.epub|2524988|eddf5d7fe217a9fffee219c8e119cf8b|h=z4u6rk2maghpxld7scbi6tu4f4x245my|/,http://pan.baidu.com/share/link?shareid=79278&uk=2214641459,,,,,,
,,,,,,,,,
"Essential System Administration, 3rd Edition",ed2k://|file|%5BEssential.System.Administration%283rd%2C2002.8%29%5D.%C3%86leen.Frisch.%E6%96%87%E5%AD%97%E7%89%88.pdf|10471488|b5e82d6e16d9ea1095919becc4b89eca|h=bmlg4g2nk4fin4nigc2sdxvkgs63aj6i|/,ed2k://|file|%5BEssential.System.Administration%283rd%2C2002.8%29%5D.%C3%86leen.Frisch.%E6%96%87%E5%AD%97%E7%89%88.epub|5280451|39ddc07ba384c724faf54e834096115c|h=77z5kjdnkrhpargfoqpyyklyngjcqyv2|/,http://pan.baidu.com/share/link?shareid=67029&uk=2214641459,,,,,,
,,,,,,,,,
Enterprise Games,ed2k://|file|%5BEnterprise.Games%282012.9%29%5D.Michael.Hugos.%E6%96%87%E5%AD%97%E7%89%88.pdf|19301494|b4ef037e3e797dada7f8cb25bdefa855|h=l23vuvwxwxidx6s45qgji4d22ohmiii5|/,ed2k://|file|%5BEnterprise.Games%282012.9%29%5D.Michael.Hugos.%E6%96%87%E5%AD%97%E7%89%88.epub|8813253|81de1cd09778f8cd3760a6e0d67625c0|h=2sogbbm3fmte44la5mbzzn6jdjxb52tb|/,http://pan.baidu.com/share/link?shareid=73374&uk=2214641459,,,,,,
,,,,,,,,,
